,p1_code,p1_guess,p1_correct,p1_chose_x1,p1_chose_x2,p1_chose_x3,p1__chose_x4,p1_chose_x5,p1_revealed,round_number_modif,p1_number_variables,group.id_in_subsession,p1_x1,p1_x2,p1_x3,p1_x4,p1_x5,p1_y,session.code,p2_code,p2_guess,p2_correct,p2_chose_x1,p2_chose_x2,p2_chose_x3,p2_chose_x4,p2_chose_x5,p2_revealed,p2_number_variables,p2_x1,p2_x2,p2_x3,p2_x4,p2_x5,p2_y,polarized,p1_prediction,p2_prediction,predicted_polarization
338,cdztu33r,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,45,2.0,3,0.0,-12.0,0.0,-1.0,98.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,0.0,-12.0,0.0,-1.0,98.0,0.0,0.0,0,1,1.0
339,cefo5bkh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,45,5.0,4,0.0,-11.0,4.0,-6.0,92.0,0.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,1.0,-7.0,1.0,0.0,104.0,1.0,0.0,0,1,1.0
340,nl0lf9mk,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,46,5.0,1,1.0,-5.0,3.0,-4.0,100.0,1.0,8i4us26m,l9f93y7e,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-8.0,4.0,-6.0,104.0,0.0,1.0,1,1,0.0
341,i0xtvmf7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,46,2.0,2,0.0,-10.0,5.0,-7.0,96.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,2.0,0.0,-10.0,5.0,-7.0,96.0,1.0,0.0,1,1,0.0
342,cdztu33r,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,46,5.0,3,0.0,-10.0,1.0,-8.0,98.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-10.0,1.0,-8.0,98.0,0.0,1.0,0,1,1.0
343,cefo5bkh,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,46,2.0,4,-1.0,-8.0,3.0,-6.0,101.0,0.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,0.0,-11.0,8.0,0.0,108.0,1.0,0.0,1,1,0.0
344,nl0lf9mk,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,47,5.0,1,0.0,-7.0,7.0,-6.0,99.0,1.0,8i4us26m,l9f93y7e,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,-1.0,-9.0,9.0,-5.0,100.0,1.0,1.0,1,1,0.0
345,i0xtvmf7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,47,5.0,2,1.0,-7.0,3.0,-1.0,111.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1.0,1.0,-7.0,3.0,-1.0,111.0,1.0,1.0,1,0,1.0
346,cdztu33r,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4,47,4.0,3,0.0,-7.0,8.0,-6.0,106.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-7.0,8.0,-6.0,106.0,1.0,0.0,1,1,0.0
347,cefo5bkh,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,47,2.0,4,0.0,-11.0,0.0,-2.0,105.0,0.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,0.0,-8.0,8.0,4.0,115.0,1.0,0.0,0,1,1.0
348,nl0lf9mk,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3,48,3.0,1,0.0,-5.0,4.0,-4.0,102.0,1.0,8i4us26m,l9f93y7e,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-12.0,4.0,-13.0,107.0,0.0,0.0,0,0,0.0
349,i0xtvmf7,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,48,3.0,2,-1.0,-10.0,7.0,-2.0,109.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,-1.0,-10.0,7.0,-2.0,109.0,1.0,1.0,1,1,0.0
350,cdztu33r,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,48,1.0,3,0.0,-13.0,0.0,-2.0,111.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,0.0,-13.0,0.0,-2.0,111.0,0.0,1.0,0,1,1.0
351,cefo5bkh,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,48,5.0,4,0.0,-9.0,0.0,-5.0,99.0,0.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4.0,0.0,-9.0,7.0,-2.0,106.0,1.0,1.0,0,1,1.0
352,nl0lf9mk,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,49,3.0,1,1.0,-8.0,6.0,-1.0,93.0,1.0,8i4us26m,l9f93y7e,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-10.0,5.0,-3.0,106.0,0.0,0.0,1,1,0.0
353,i0xtvmf7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,49,1.0,2,0.0,-9.0,7.0,-8.0,103.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,1.0,1.0,0.0,1.0,1.0,4,4.0,0.0,-9.0,7.0,-8.0,103.0,1.0,0.0,1,0,1.0
354,cdztu33r,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,49,3.0,3,0.0,-7.0,5.0,-1.0,99.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4.0,0.0,-7.0,5.0,-1.0,99.0,1.0,0.0,1,1,0.0
355,cefo5bkh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,49,5.0,4,1.0,-10.0,4.0,6.0,103.0,1.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-10.0,7.0,-5.0,92.0,1.0,0.0,1,0,1.0
356,nl0lf9mk,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2,50,2.0,1,0.0,-9.0,1.0,-4.0,97.0,0.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-8.0,5.0,-3.0,92.0,1.0,1.0,1,1,0.0
357,i0xtvmf7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,50,5.0,2,0.0,-8.0,3.0,-7.0,92.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,0.0,-8.0,3.0,-7.0,92.0,0.0,1.0,0,0,0.0
358,cdztu33r,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,50,5.0,3,-1.0,-7.0,5.0,-3.0,114.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,-1.0,-7.0,5.0,-3.0,114.0,1.0,0.0,1,1,0.0
359,cefo5bkh,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,50,3.0,4,1.0,-9.0,3.0,-4.0,96.0,1.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,0.0,-10.0,4.0,4.0,101.0,1.0,1.0,0,1,1.0
360,nl0lf9mk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,51,1.0,1,2.0,-12.0,1.0,-2.0,101.0,1.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-12.0,3.0,-14.0,106.0,0.0,0.0,1,0,1.0
361,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,51,5.0,2,0.0,-11.0,2.0,-2.0,101.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2.0,0.0,-11.0,2.0,-2.0,101.0,0.0,1.0,0,1,1.0
362,cdztu33r,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,51,3.0,3,0.0,-10.0,2.0,-5.0,100.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3.0,0.0,-10.0,2.0,-5.0,100.0,0.0,0.0,1,1,0.0
363,cefo5bkh,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,51,2.0,4,-1.0,-10.0,4.0,-2.0,105.0,0.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-14.0,7.0,0.0,105.0,1.0,1.0,1,0,1.0
364,nl0lf9mk,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,52,1.0,1,0.0,-7.0,8.0,-2.0,98.0,1.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,-1.0,-7.0,5.0,-1.0,105.0,1.0,0.0,1,1,0.0
365,i0xtvmf7,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,52,2.0,2,1.0,-13.0,5.0,-10.0,100.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4,4.0,1.0,-13.0,5.0,-10.0,100.0,0.0,1.0,1,1,0.0
366,cdztu33r,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,52,1.0,3,0.0,-8.0,10.0,3.0,101.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,-8.0,10.0,3.0,101.0,1.0,0.0,1,1,0.0
367,cefo5bkh,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,52,1.0,4,0.0,-4.0,3.0,-9.0,104.0,1.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,1.0,-14.0,8.0,-5.0,97.0,0.0,0.0,1,1,0.0
368,nl0lf9mk,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,53,5.0,1,0.0,-11.0,0.0,0.0,97.0,0.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,-1.0,-11.0,4.0,-5.0,106.0,0.0,1.0,0,1,1.0
369,i0xtvmf7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,53,2.0,2,0.0,-13.0,0.0,3.0,108.0,0.0,8i4us26m,ds8qmihn,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3,3.0,0.0,-13.0,0.0,3.0,108.0,0.0,1.0,0,1,1.0
370,cdztu33r,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,53,5.0,3,-3.0,-7.0,7.0,-12.0,100.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,-3.0,-7.0,7.0,-12.0,100.0,0.0,1.0,0,0,0.0
371,cefo5bkh,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,53,5.0,4,1.0,-10.0,8.0,-5.0,99.0,1.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-8.0,0.0,-2.0,105.0,0.0,1.0,1,1,0.0
372,nl0lf9mk,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,54,1.0,1,-1.0,-10.0,2.0,-1.0,96.0,0.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-7.0,3.0,-5.0,106.0,1.0,0.0,1,0,1.0
373,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4,54,4.0,2,-2.0,-14.0,8.0,-1.0,96.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,2.0,-2.0,-14.0,8.0,-1.0,96.0,0.0,0.0,0,0,0.0
374,cdztu33r,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,54,2.0,3,0.0,-11.0,4.0,-1.0,103.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,-11.0,4.0,-1.0,103.0,0.0,0.0,1,0,1.0
375,cefo5bkh,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,54,4.0,4,0.0,-11.0,5.0,1.0,98.0,1.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,1.0,-12.0,4.0,-5.0,98.0,0.0,0.0,0,0,0.0
376,nl0lf9mk,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,55,2.0,1,0.0,-11.0,5.0,-11.0,92.0,0.0,8i4us26m,l9f93y7e,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-10.0,5.0,-11.0,92.0,0.0,0.0,0,0,0.0
377,i0xtvmf7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,55,2.0,2,0.0,-7.0,4.0,-3.0,104.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-7.0,4.0,-3.0,104.0,1.0,1.0,1,1,0.0
378,cdztu33r,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,55,1.0,3,0.0,-10.0,5.0,-10.0,106.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,-10.0,5.0,-10.0,106.0,0.0,1.0,1,1,0.0
379,cefo5bkh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,55,1.0,4,0.0,-10.0,4.0,-1.0,100.0,1.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,-1.0,-10.0,8.0,-1.0,99.0,1.0,0.0,0,1,1.0
380,nl0lf9mk,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4,56,4.0,1,-1.0,-9.0,3.0,-11.0,102.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-8.0,7.0,-6.0,96.0,1.0,1.0,0,1,1.0
381,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4,56,4.0,2,0.0,-10.0,3.0,-6.0,84.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4,4.0,0.0,-10.0,3.0,-6.0,84.0,0.0,0.0,0,0,0.0
382,cdztu33r,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,56,2.0,3,0.0,-12.0,9.0,-6.0,111.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,-12.0,9.0,-6.0,111.0,1.0,1.0,1,0,1.0
383,cefo5bkh,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,56,5.0,4,0.0,-10.0,6.0,-10.0,99.0,0.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,4.0,2.0,-9.0,7.0,-2.0,98.0,1.0,1.0,0,1,1.0
384,nl0lf9mk,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,57,3.0,1,-1.0,-11.0,3.0,-6.0,98.0,0.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-11.0,8.0,-2.0,110.0,1.0,0.0,0,1,1.0
385,i0xtvmf7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5,57,5.0,2,0.0,-10.0,3.0,-3.0,99.0,0.0,8i4us26m,ds8qmihn,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,3.0,0.0,-10.0,3.0,-3.0,99.0,0.0,0.0,0,0,0.0
386,cdztu33r,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,57,3.0,3,-1.0,-8.0,4.0,-2.0,99.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,-1.0,-8.0,4.0,-2.0,99.0,1.0,0.0,0,1,1.0
387,cefo5bkh,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,57,3.0,4,0.0,-9.0,8.0,-6.0,98.0,1.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-10.0,9.0,-3.0,99.0,1.0,0.0,1,1,0.0
388,nl0lf9mk,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,58,1.0,1,-1.0,-13.0,8.0,1.0,101.0,0.0,8i4us26m,l9f93y7e,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-9.0,3.0,-9.0,98.0,0.0,1.0,0,0,0.0
389,i0xtvmf7,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2,58,2.0,2,0.0,-9.0,7.0,-7.0,100.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2.0,0.0,-9.0,7.0,-7.0,100.0,1.0,1.0,1,1,0.0
390,cdztu33r,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5,58,5.0,3,0.0,-12.0,0.0,-4.0,98.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,-12.0,0.0,-4.0,98.0,0.0,0.0,0,0,0.0
391,cefo5bkh,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,58,2.0,4,-1.0,-8.0,7.0,-4.0,101.0,1.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-7.0,9.0,-5.0,97.0,1.0,1.0,1,1,0.0
392,nl0lf9mk,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,59,4.0,1,1.0,-10.0,9.0,-8.0,105.0,1.0,8i4us26m,l9f93y7e,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-13.0,5.0,0.0,100.0,0.0,0.0,1,0,1.0
393,i0xtvmf7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,59,2.0,2,2.0,-6.0,4.0,-7.0,98.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,2.0,-6.0,4.0,-7.0,98.0,1.0,1.0,1,0,1.0
394,cdztu33r,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3,59,3.0,3,0.0,-11.0,4.0,-2.0,95.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,-11.0,4.0,-2.0,95.0,0.0,1.0,0,1,1.0
395,cefo5bkh,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,59,5.0,4,0.0,-9.0,4.0,-7.0,103.0,1.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-10.0,2.0,4.0,97.0,1.0,1.0,0,1,1.0
396,nl0lf9mk,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,60,2.0,1,0.0,-13.0,5.0,0.0,96.0,1.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-8.0,7.0,3.0,95.0,1.0,0.0,1,1,0.0
397,i0xtvmf7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,60,3.0,2,1.0,-11.0,1.0,2.0,92.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-11.0,1.0,2.0,92.0,1.0,1.0,0,1,1.0
398,cdztu33r,0.0,1.0,1.0,0.0,1.0,1.0,1.0,4,60,4.0,3,0.0,-11.0,4.0,0.0,95.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,-11.0,4.0,0.0,95.0,0.0,0.0,1,0,1.0
399,cefo5bkh,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3,60,3.0,4,1.0,-8.0,0.0,-11.0,88.0,0.0,8i4us26m,kgngeozb,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3.0,0.0,-12.0,5.0,-5.0,107.0,0.0,0.0,0,1,1.0
400,nl0lf9mk,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3,61,3.0,1,0.0,-11.0,7.0,-4.0,102.0,1.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,0.0,-8.0,7.0,-3.0,102.0,1.0,1.0,0,1,1.0
401,i0xtvmf7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,61,3.0,2,0.0,-7.0,8.0,-5.0,96.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-7.0,8.0,-5.0,96.0,1.0,0.0,1,1,0.0
402,cdztu33r,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,61,1.0,3,0.0,-12.0,7.0,-7.0,96.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,-12.0,7.0,-7.0,96.0,0.0,1.0,1,1,0.0
403,cefo5bkh,1.0,1.0,0.0,1.0,1.0,1.0,1.0,4,61,4.0,4,0.0,-7.0,4.0,-1.0,104.0,1.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,-10.0,6.0,0.0,103.0,1.0,1.0,1,1,0.0
404,nl0lf9mk,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,62,4.0,1,0.0,-11.0,4.0,0.0,102.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2,2.0,0.0,-12.0,5.0,-1.0,102.0,1.0,0.0,1,1,0.0
405,i0xtvmf7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,62,5.0,2,0.0,-9.0,4.0,3.0,97.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-9.0,4.0,3.0,97.0,1.0,1.0,1,1,0.0
406,cdztu33r,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,62,2.0,3,0.0,-11.0,4.0,0.0,101.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,-11.0,4.0,0.0,101.0,0.0,1.0,1,1,0.0
407,cefo5bkh,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2,62,2.0,4,0.0,-8.0,0.0,-2.0,99.0,1.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2.0,0.0,-9.0,3.0,-4.0,100.0,0.0,0.0,1,1,0.0
408,nl0lf9mk,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3,63,3.0,1,0.0,-12.0,3.0,0.0,105.0,0.0,8i4us26m,l9f93y7e,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,3.0,0.0,-7.0,4.0,-4.0,94.0,1.0,0.0,0,1,1.0
409,i0xtvmf7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,63,5.0,2,0.0,-7.0,5.0,-6.0,94.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2,2.0,0.0,-7.0,5.0,-6.0,94.0,1.0,0.0,1,1,0.0
410,cdztu33r,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3,63,3.0,3,0.0,-6.0,3.0,0.0,94.0,1.0,8i4us26m,rrfz9xv7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,-6.0,3.0,0.0,94.0,1.0,0.0,0,0,0.0
411,cefo5bkh,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,63,1.0,4,0.0,-9.0,11.0,-9.0,94.0,1.0,8i4us26m,kgngeozb,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,-2.0,-7.0,12.0,-5.0,106.0,1.0,1.0,1,1,0.0
412,nl0lf9mk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64,2.0,1,0.0,-7.0,7.0,-4.0,110.0,1.0,8i4us26m,l9f93y7e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5.0,1.0,-11.0,6.0,-3.0,95.0,1.0,1.0,1,1,0.0
413,i0xtvmf7,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,64,4.0,2,0.0,-11.0,4.0,4.0,100.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2.0,0.0,-11.0,4.0,4.0,100.0,1.0,0.0,0,0,0.0
414,cdztu33r,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,64,1.0,3,1.0,-7.0,4.0,0.0,100.0,1.0,8i4us26m,rrfz9xv7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,-7.0,4.0,0.0,100.0,1.0,0.0,1,1,0.0
415,cefo5bkh,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,64,1.0,4,-1.0,-10.0,5.0,0.0,92.0,0.0,8i4us26m,kgngeozb,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-11.0,6.0,-4.0,104.0,0.0,1.0,1,0,1.0
416,nl0lf9mk,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3,65,3.0,1,1.0,-12.0,4.0,-5.0,94.0,1.0,8i4us26m,l9f93y7e,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,0.0,-8.0,5.0,-2.0,95.0,1.0,1.0,1,1,0.0
417,i0xtvmf7,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,65,4.0,2,1.0,-9.0,0.0,-2.0,98.0,1.0,8i4us26m,ds8qmihn,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2.0,1.0,-9.0,0.0,-2.0,98.0,1.0,0.0,0,1,1.0
418,cdztu33r,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4,65,4.0,3,0.0,-10.0,2.0,-1.0,96.0,0.0,8i4us26m,rrfz9xv7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,-10.0,2.0,-1.0,96.0,0.0,0.0,0,1,1.0
419,cefo5bkh,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,65,1.0,4,1.0,-10.0,0.0,-5.0,97.0,0.0,8i4us26m,kgngeozb,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,5.0,0.0,-7.0,3.0,-3.0,99.0,1.0,1.0,1,0,1.0
420,nl0lf9mk,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2,66,2.0,1,1.0,-9.0,9.0,-6.0,99.0,1.0,8i4us26m,l9f93y7e,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4,4.0,0.0,-10.0,1.0,-3.0,106.0,0.0,0.0,0,0,0.0
421,i0xtvmf7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,66,2.0,2,0.0,-10.0,4.0,-2.0,101.0,1.0,8i4us26m,ds8qmihn,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3,3.0,0.0,-10.0,4.0,-2.0,101.0,1.0,0.0,0,1,1.0
422,cdztu33r,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4,66,4.0,3,0.0,-8.0,4.0,-8.0,102.0,0.0,8i4us26m,rrfz9xv7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,-8.0,4.0,-8.0,102.0,0.0,1.0,0,1,1.0
